ID_Pedido,Data,Setor,Item,Valor_Unitario,Quantidade,Entidade,Status_Financeiro,Status_Logistico
902,2/1/2026,Compras,Cauliflower Gnocchi,9,11,Skinix,Atrasado,Em Rota
903,9/30/2025,Faturamento,Multi-Cooker,75,68,Chatterpoint,Atrasado,Entregue
904,8/8/2025,Faturamento,Chickpea Salad Deluxe,28,34,Trunyx,Pago,Em Rota
905,10/16/2025,Compras,Pecan Nuts,43,66,Riffpedia,Atrasado,Em Rota
906,5/23/2025,Compras,Magnetic Whiteboard,48,66,Quaxo,Pendente,Em Rota
907,11/22/2025,Faturamento,Electric Food Steamer,95,45,Zoomzone,Pago,Aguardando
908,2/8/2026,Compras,Wine Glasses,98,61,Gabvine,Atrasado,Aguardando
909,5/25/2025,Compras,Pet Travel Backpack Carrier,58,46,Browsecat,Pago,Entregue
910,10/7/2025,Compras,Travel Jewelry Case,59,12,Skinix,Atrasado,Entregue
911,7/15/2025,Faturamento,Rainbow Veggie Chips,17,84,Plambee,Pendente,Entregue
912,9/5/2025,Faturamento,Spaghetti and Meatball Dinner Kit,4,42,Browsezoom,Atrasado,Aguardando
913,8/11/2025,Faturamento,Spinach Artichoke Dip,22,8,Dynazzy,Pago,Aguardando
914,1/6/2026,Compras,Electric Toothbrush,43,67,Yakitri,Pendente,Em Rota
915,9/25/2025,Compras,Fitness Balance Ball,19,41,Trupe,Atrasado,Em Rota
916,10/16/2025,Compras,Apple Sauce,2,98,Meezzy,Pago,Entregue
917,8/26/2025,Faturamento,Artisan Bread Loaf,48,60,Tagcat,Atrasado,Entregue
918,3/5/2026,Faturamento,Home Office Chair,79,65,Twimm,Pago,Em Rota
919,7/4/2025,Compras,Dark Chocolate Raisins,15,42,Topiclounge,Pendente,Em Rota
920,9/23/2025,Compras,Sweet Corn Fritters,91,44,Buzzdog,Pago,Entregue
921,3/18/2026,Compras,BBQ Lentil Chips,2,52,Jetwire,Atrasado,Entregue
922,8/24/2025,Faturamento,Hibiscus Herbal Tea,86,9,Browsecat,Pendente,Entregue
923,12/2/2025,Compras,Honey Sesame Chicken,14,62,Vitz,Pendente,Aguardando
924,11/22/2025,Compras,Eco-Friendly Yoga Blocks,50,36,Dabtype,Atrasado,Em Rota
925,3/2/2026,Compras,Personal Blender with Travel Cup,80,25,Yodoo,Pendente,Aguardando
926,3/16/2026,Compras,Self-Watering Planter,97,35,Innotype,Pago,Entregue
927,1/17/2026,Compras,Coconut Water,11,90,Skyba,Pago,Aguardando
928,12/19/2025,Faturamento,Coconut Water,25,41,Rhyzio,Atrasado,Aguardando
929,11/4/2025,Compras,Fashionable Scarves Set,70,15,Tagpad,Pendente,Aguardando
930,2/1/2026,Compras,Solar String Lights,69,91,Minyx,Pendente,Aguardando
931,3/20/2026,Compras,Chickpea Salad,57,9,Buzzdog,Pendente,Em Rota
932,6/14/2025,Compras,Car Emergency Kit,12,19,Edgeblab,Pendente,Aguardando
933,11/26/2025,Compras,Greek Feta Cheese,51,66,Oyoloo,Pago,Aguardando
934,3/8/2026,Faturamento,Guitar Tuner,50,83,Photolist,Pago,Aguardando
935,11/2/2025,Faturamento,Pork Tenderloin,4,29,Voonder,Atrasado,Entregue
936,9/4/2025,Faturamento,LED Desk Lamp with USB Charging Port,64,5,Fivechat,Atrasado,Em Rota
937,6/23/2025,Faturamento,Portable Air Conditioner,79,3,Eadel,Pago,Entregue
938,8/22/2025,Faturamento,Sriracha Hot Chili Sauce,100,90,Flipbug,Atrasado,Aguardando
939,2/3/2026,Compras,Foot Massager Machine,6,53,Wordify,Pendente,Em Rota
940,8/17/2025,Faturamento,Wireless Charger,75,44,Eayo,Pago,Entregue
941,10/20/2025,Compras,Cranberry Pecan Granola,92,5,Dynava,Atrasado,Aguardando
942,1/24/2026,Compras,Window A/C Unit,48,93,Mita,Pago,Entregue
943,9/3/2025,Faturamento,Electric Meat Grinder,59,18,Voolith,Pago,Em Rota
944,6/19/2025,Compras,Hummus,13,65,Topiczoom,Pago,Entregue
945,6/27/2025,Faturamento,Interchangeable Watch Bands,37,26,Skyndu,Atrasado,Aguardando
946,1/2/2026,Compras,Beef Tacos,100,26,Bubblebox,Pendente,Aguardando
947,9/1/2025,Faturamento,Smartphone Car Mount with Wireless Charging,21,65,Livefish,Pendente,Entregue
948,1/16/2026,Faturamento,Organic Coconut Oil,32,58,Topicware,Pago,Entregue
949,1/7/2026,Faturamento,Kale and Quinoa Salad,73,53,Abata,Pendente,Entregue
950,8/18/2025,Faturamento,Italian Herbal Seasoning,75,27,Jaxnation,Pendente,Aguardando
951,6/30/2025,Compras,Adjustable Dog Harness,38,3,Browsebug,Atrasado,Aguardando
952,11/25/2025,Compras,Maple Chipotle Glaze,95,70,Cogidoo,Pendente,Em Rota
953,4/28/2026,Faturamento,Lemon Dill Chicken Skewers,88,1,Skipfire,Atrasado,Aguardando
954,1/22/2026,Compras,3D Night Light,92,25,Tazz,Pago,Em Rota
955,11/22/2025,Compras,Folding Table,10,23,Twitternation,Pendente,Em Rota
956,2/23/2026,Compras,Sriracha Chili Sauce,33,32,Gigazoom,Pago,Entregue
957,1/2/2026,Faturamento,Hiking Water Bottle with Filter,95,30,Livetube,Pendente,Entregue
958,2/6/2026,Faturamento,Organic Honeycrisp Apples,12,15,Nlounge,Pago,Entregue
959,3/30/2026,Faturamento,Vegan Taco Seasoning,40,84,Wordware,Atrasado,Aguardando
960,9/25/2025,Compras,Honey Nut Cheerios,72,74,Vipe,Pago,Em Rota
961,9/11/2025,Compras,Brownie Bites,5,43,Jamia,Atrasado,Entregue
962,11/1/2025,Faturamento,Chia Seed Pudding,69,32,Photojam,Pendente,Entregue
963,7/12/2025,Faturamento,Berries Medley,93,59,Dazzlesphere,Pendente,Em Rota
964,4/20/2026,Faturamento,Chili Lime Corn Chips,58,11,Yata,Pago,Entregue
965,1/1/2026,Faturamento,Indestructible Dog Toy,6,41,Skyba,Pago,Entregue
966,2/19/2026,Faturamento,Fitness Tracker Band,96,51,Twinte,Pago,Aguardando
967,4/8/2026,Compras,Cold Brew Coffee Concentrate,28,1,Jazzy,Pendente,Em Rota
968,6/25/2025,Faturamento,Garlic and Herb Rub,68,81,Meevee,Pago,Em Rota
969,12/2/2025,Faturamento,Couscous,23,67,Quimm,Pago,Em Rota
970,7/13/2025,Compras,Satin Slip Dress,97,43,Ailane,Atrasado,Entregue
971,6/26/2025,Faturamento,Fire Roasted Salsa,31,76,Vitz,Atrasado,Em Rota
972,8/19/2025,Compras,Children's Art Set,68,29,Devshare,Pendente,Entregue
973,7/5/2025,Faturamento,Smart Home Hub,35,95,Skidoo,Pago,Em Rota
974,3/4/2026,Compras,Wireless HDMI Receiver,100,87,Edgepulse,Pago,Entregue
975,1/17/2026,Compras,Marinated Artichokes,86,16,Fivebridge,Atrasado,Entregue
976,3/10/2026,Faturamento,Leather Notebook Cover,84,85,Snaptags,Atrasado,Em Rota
977,2/13/2026,Compras,Pumpkin Ice Cream,89,68,Trilia,Pendente,Aguardando
978,7/22/2025,Faturamento,Coconut Curry Sauce,90,93,Avamba,Atrasado,Em Rota
979,2/12/2026,Faturamento,Bluetooth Tracker,67,15,Mudo,Pago,Entregue
980,6/7/2025,Compras,Lemon Basil Pasta Sauce,65,94,Voonix,Atrasado,Entregue
981,3/2/2026,Compras,Puzzle Game Set,81,10,Kwimbee,Atrasado,Em Rota
982,5/17/2025,Faturamento,Coconut Lime Rice,99,13,Avavee,Pago,Em Rota
983,10/14/2025,Faturamento,Luxury Bathrobe,38,87,Meezzy,Pendente,Entregue
984,10/6/2025,Faturamento,Coconut Lime Rice,53,96,Shufflester,Pendente,Entregue
985,9/3/2025,Faturamento,Fruit & Nut Trail Mix,23,82,Aivee,Atrasado,Aguardando
986,1/17/2026,Faturamento,Himalayan Salt Grinder,50,71,Jatri,Pendente,Entregue
987,5/7/2025,Faturamento,Ankle Boots,55,97,Twitterbeat,Atrasado,Em Rota
988,10/17/2025,Faturamento,Pesto Genovese,91,1,Meembee,Pago,Em Rota
989,7/1/2025,Faturamento,Fresh Lemons,64,79,Gigaclub,Pago,Aguardando
990,10/2/2025,Faturamento,Fresh Basil,81,7,Eabox,Pago,Em Rota
991,8/20/2025,Compras,Honey Garlic Chicken,59,28,Zoozzy,Pago,Em Rota
992,9/20/2025,Faturamento,Pecan Pie Filling,88,39,Quatz,Pago,Em Rota
993,6/8/2025,Faturamento,Bluetooth Tracker,96,47,Twinder,Atrasado,Aguardando
994,5/6/2025,Compras,Chili Lime Seasoning,42,35,Zoomzone,Pago,Entregue
995,4/15/2026,Compras,Yoga Mat Carrier,56,19,Photofeed,Pago,Em Rota
996,3/19/2026,Faturamento,Fitness Resistance Bands Kit,35,34,Voonte,Atrasado,Em Rota
997,10/3/2025,Faturamento,Vegan chocolate chip cookies,21,98,Twitterlist,Pendente,Entregue
998,6/7/2025,Compras,Spaghetti Sauce,40,14,Kwilith,Atrasado,Em Rota
999,1/22/2026,Faturamento,Apple Sauce,68,50,Flashset,Pago,Entregue
1000,1/7/2026,Faturamento,Voice-Controlled Speaker,81,22,Podcat,Atrasado,Em Rota
